run_id,stage,model_id,preprocessing_mode,epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_kappa
screen_B2-4_none,screen,B2-4,none,1,1.4694636272661614,1.1775903615606838,0.5783132530120482,0.5092382918079512,0.6350140519094065
screen_B2-4_none,screen,B2-4,none,2,1.1026059352990352,1.0294374866657947,0.5662650602409639,0.44715854194115057,0.6562901613594174
screen_B2-4_none,screen,B2-4,none,3,0.9718246015635403,0.9649750561599272,0.6626506024096386,0.5273125342090859,0.7203104258143571
screen_B2-4_none,screen,B2-4,none,4,0.8521258883404009,0.8989729371415563,0.7108433734939759,0.5767295172345012,0.8106103822019395
screen_B2-4_none,screen,B2-4,none,5,0.698068749182152,0.9660551878343145,0.6987951807228916,0.5537608225108225,0.7805869992543889
screen_B2-4_none,screen,B2-4,none,6,0.6372563158020829,0.9068482798266123,0.6867469879518072,0.5407061994609165,0.7066324762630813
screen_B2-4_none,screen,B2-4,none,7,0.5266552117737857,0.8372627618801163,0.6626506024096386,0.5145185185185185,0.6374308920892772
screen_B2-4_none,screen,B2-4,none,8,0.5105694508010691,0.9861188107226269,0.5903614457831325,0.45093652004407153,0.6875488315931529
screen_B2-4_none,screen,B2-4,none,9,0.3930027088432601,0.9330820455608597,0.6626506024096386,0.5107064947407072,0.7264221158958001
screen_B2-4_none,screen,B2-4,none,10,0.4574830671151479,0.9381590090602278,0.6987951807228916,0.5365820608757206,0.818274704422712
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,1,1.4543853759765626,1.1247521818402302,0.5662650602409639,0.46782657148881057,0.6306246909510467
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,2,1.1552385727564494,0.93067771339991,0.6626506024096386,0.5578256963162623,0.7632829829935566
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,3,1.0081946835373388,0.9045610768967364,0.6626506024096386,0.5733221288515405,0.7235828765697634
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,4,0.8849181807402409,0.8235458868095674,0.7469879518072289,0.59783747964381,0.8766890696851787
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,5,0.7244840158657594,0.9041560694395777,0.7590361445783133,0.6361629881154499,0.8321508140531277
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,6,0.6363546252250671,0.8402262229517282,0.6987951807228916,0.5597862780813601,0.8301580581428168
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,7,0.5648039915796482,0.7932348840207939,0.6867469879518072,0.5219114219114219,0.8127071433608349
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,8,0.5358482040239103,0.855838905615979,0.6987951807228916,0.5857989417989418,0.8214927899023375
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,9,0.40721931222713353,0.8075284268482622,0.6867469879518072,0.5165298142717497,0.8232066139571825
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,10,0.4545878520743413,0.8521572021116693,0.6626506024096386,0.4800991279252148,0.7970514203523913
screen_B2-4_gamma_correction,screen,B2-4,gamma_correction,11,0.4306261064202497,0.8843823089657059,0.7108433734939759,0.55820649938297,0.7327907397359379
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,1,1.4592729084419482,1.1779284161257457,0.5421686746987951,0.4704591532498509,0.6625896991763583
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,2,1.1270118991533915,0.98874488077968,0.6746987951807228,0.5788373994820771,0.750117886031412
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,3,1.025427441705357,0.9482741183545216,0.6385542168674698,0.5457142857142856,0.7363327423167849
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,4,0.8775168572411393,0.9174537881311163,0.6144578313253012,0.5043771043771044,0.7272032408469006
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,5,0.6814110799269243,0.9223554902766125,0.6506024096385542,0.5309814563545906,0.7566474572844
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,6,0.5890742643312974,0.9137263197496713,0.6385542168674698,0.49513858424725826,0.7475824363574235
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,7,0.5224788551980799,0.8705538748258568,0.6867469879518072,0.5918407128933445,0.8091549046658884
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,8,0.5019145262286518,0.8845209745039423,0.6746987951807228,0.5873382269904008,0.802480709598327
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,9,0.41104970362150306,0.9454865355089487,0.6626506024096386,0.5848017936805122,0.8058905210845575
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,10,0.4373751183350881,0.9496824367936835,0.6626506024096386,0.56011544011544,0.8399109792284867
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,11,0.3992537722443089,1.1563091780765946,0.6385542168674698,0.5321524898304829,0.7537252600345626
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,12,0.27292803580110725,0.9912299161933991,0.6506024096385542,0.5129148629148629,0.7535747193120159
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,13,0.3428455979704405,0.9782809331474533,0.7108433734939759,0.6397381902466648,0.8055049283987353
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,14,0.3541947817091237,0.9080146547541561,0.6746987951807228,0.5318433289210196,0.8145852850039634
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,15,0.3445037421177734,0.9090615317045924,0.6987951807228916,0.5508757525998906,0.8249916768394185
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,16,0.2939337544933413,1.0860019821718514,0.6746987951807228,0.5794994622863475,0.8157570205419118
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,17,0.27609403027278007,1.0075440830494984,0.6506024096385542,0.55837870538415,0.8291176470588235
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,18,0.22768247755187931,1.0203228255352341,0.6746987951807228,0.5754940711462451,0.8062256809338522
screen_B2-4_gray_gamma_clahe,screen,B2-4,gray_gamma_clahe,19,0.21192129642674418,1.003588387585548,0.6867469879518072,0.5940667041416474,0.8095322153574581
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,1,1.458615433808529,1.163346976400858,0.5542168674698795,0.4461991341991342,0.6273179091688089
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,2,1.1414083697579123,1.0188081731279213,0.5903614457831325,0.4392662871600253,0.654228235713014
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,3,1.0202425559361776,0.9258269753800817,0.6867469879518072,0.5351558000822707,0.7124004718372162
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,4,0.8700287842389309,0.9183302571974605,0.7228915662650602,0.5654791243600613,0.8371645382195076
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,5,0.6972503169016404,1.0273061128984016,0.6265060240963856,0.49393681495809155,0.700704344016446
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,6,0.5993352263262778,0.9876342494803739,0.6746987951807228,0.5081581311769992,0.7992844601980985
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,7,0.5306372451059747,0.9453845052834017,0.6626506024096386,0.5116267339218159,0.821744966442953
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,8,0.49538245995839436,0.9948932765478111,0.6144578313253012,0.4728383941498696,0.6887866996816414
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,9,0.406781501074632,1.0114854976355312,0.6626506024096386,0.5134691745036573,0.7869175312115351
screen_B2-4_green_histmatch_median_clahe_unsharp_crop,screen,B2-4,green_histmatch_median_clahe_unsharp_crop,10,0.4423283276007031,1.0497445219970611,0.6626506024096386,0.49858058608058614,0.7823654861378178
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,1,1.4985457369775483,1.1542149430297943,0.5783132530120482,0.47949699289229086,0.7565678627145085
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,2,1.1488199158148331,0.9951603556253824,0.6506024096385542,0.48972431077694234,0.8125856005922636
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,3,1.0132339658159197,0.947211449404797,0.6506024096385542,0.5510203717100268,0.7618535255720537
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,4,0.8894841306137317,0.8679611176611429,0.6746987951807228,0.5069592476489028,0.7467968273337401
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,5,0.6803074950521643,0.8640547319349036,0.6987951807228916,0.5960012850717499,0.8004181913225301
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,6,0.603676536769578,0.8568663306264992,0.7228915662650602,0.6151515151515152,0.8357263665479147
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,7,0.5335337834827828,0.8432125862104347,0.6626506024096386,0.5797523219814241,0.843441671503192
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,8,0.5572578260392854,0.8395446122410786,0.6746987951807228,0.5572091147408752,0.8012920387611628
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,9,0.4378971810142199,0.8550865822527782,0.7108433734939759,0.5552472089314194,0.8306687933528691
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,10,0.43072530085390265,0.9312750129814608,0.6506024096385542,0.4929631771737034,0.8381590081306796
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,11,0.3969435922575719,1.0596441730677364,0.6385542168674698,0.5333632119514473,0.750582435763244
screen_B2-4_green_clahe_bgsub_mask,screen,B2-4,green_clahe_bgsub_mask,12,0.276746762905157,1.0139860471329056,0.6867469879518072,0.6033852876569766,0.767443449736896
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,1,1.4703968524932862,1.1499104381325733,0.5421686746987951,0.42739762969271167,0.7257531584062196
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,2,1.146218729019165,1.048108421176313,0.6024096385542169,0.4525399584721619,0.7921327678899389
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,3,1.0014982570301403,1.0245338965611286,0.5662650602409639,0.4428013982695336,0.7107044708090355
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,4,0.8569557708321196,0.9425146583333073,0.6024096385542169,0.4811268875366238,0.6207803306708739
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,5,0.6917900442173986,0.921772149133395,0.6867469879518072,0.5280272215269086,0.7982556476980269
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,6,0.6314808485182849,0.8651788557868406,0.7228915662650602,0.5556346749226007,0.7891342583545046
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,7,0.5281878658316352,0.927707481097026,0.6506024096385542,0.492822910578609,0.7874193217908001
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,8,0.49953441150260697,0.9108942316239139,0.7108433734939759,0.5615738284703802,0.8501645959435065
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,9,0.4181075694886121,0.9529639279626938,0.6867469879518072,0.5215349182111564,0.8409674270633745
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,10,0.418920295437177,1.1180887502360057,0.6626506024096386,0.5880508714820571,0.7414162393717141
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,11,0.3921471493262233,1.1688008279685516,0.6626506024096386,0.5780053280053281,0.719217000032844
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,12,0.28797607029026207,1.1152717478304024,0.6506024096385542,0.5688369408369408,0.8318959885012414
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,13,0.3170106913104202,0.9340935749820916,0.6746987951807228,0.572983682983683,0.7985005355230275
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,14,0.32406702233534873,0.9203454107046127,0.6746987951807228,0.5315734989648033,0.7802294792586055
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,15,0.32254634418270806,0.9536417941731142,0.6626506024096386,0.5017543859649123,0.7414330218068537
screen_B2-4_clean_green_masked,screen,B2-4,clean_green_masked,16,0.27693125703230953,1.0581683412373784,0.6506024096385542,0.5007816014394961,0.7489770503469134
screen_B2-4_white_balance,screen,B2-4,white_balance,1,1.4164610711011019,1.3838040290108646,0.4457831325301205,0.3407978977544195,0.5241343967201564
screen_B2-4_white_balance,screen,B2-4,white_balance,2,1.1664913524280895,1.2452639477798737,0.5421686746987951,0.45653965723866363,0.6668004817342432
screen_B2-4_white_balance,screen,B2-4,white_balance,3,1.0464715506091262,1.1998625124793454,0.5421686746987951,0.45789944197163746,0.6690124325592306
screen_B2-4_white_balance,screen,B2-4,white_balance,4,0.936573683312445,1.1385139851685029,0.6024096385542169,0.5257130922544457,0.692615826468143
screen_B2-4_white_balance,screen,B2-4,white_balance,5,0.735611202229153,1.1226571647517651,0.6385542168674698,0.5636556423746619,0.6926582639037242
screen_B2-4_white_balance,screen,B2-4,white_balance,6,0.715380175185926,1.1265824523316808,0.6024096385542169,0.535137085137085,0.6995197635759143
screen_B2-4_white_balance,screen,B2-4,white_balance,7,0.601442542310917,1.0369979337037327,0.6385542168674698,0.571279178338002,0.6669317812081992
screen_B2-4_white_balance,screen,B2-4,white_balance,8,0.5226374571070527,1.0364227582173176,0.6024096385542169,0.5186020428042637,0.6460696757583072
screen_B2-4_white_balance,screen,B2-4,white_balance,9,0.4376928702448354,1.0978340836892646,0.5662650602409639,0.4811211400244753,0.6514453459452848
screen_B2-4_white_balance,screen,B2-4,white_balance,10,0.4557604371824048,1.0629109632538025,0.6144578313253012,0.48522340333592595,0.6664772496651378
screen_B2-4_white_balance,screen,B2-4,white_balance,11,0.3990810043884046,1.1413259585219693,0.6024096385542169,0.5098570246957344,0.6572498166801743
screen_B2-4_white_balance,screen,B2-4,white_balance,12,0.3238792001523755,1.1822230675852443,0.6506024096385542,0.5232542819499342,0.7039098173515982
screen_B2-4_white_balance,screen,B2-4,white_balance,13,0.37303239709951663,1.0879909791142108,0.5542168674698795,0.4041869465495139,0.6992985431280352
screen_B2-4_white_balance_clahe,screen,B2-4,white_balance_clahe,1,1.424728522156224,1.4157420547611743,0.40963855421686746,0.30702542668059907,0.5348161624460812
screen_B2-4_white_balance_clahe,screen,B2-4,white_balance_clahe,2,1.1709430300828183,1.2430883947625218,0.5060240963855421,0.40801409883377104,0.6394787644787645
screen_B2-4_white_balance_clahe,screen,B2-4,white_balance_clahe,3,1.013409317262245,1.179637369621231,0.6265060240963856,0.5457334959502141,0.7089576028052279
screen_B2-4_white_balance_clahe,screen,B2-4,white_balance_clahe,4,0.8813124996243101,1.125511078231306,0.5903614457831325,0.49083333333333334,0.6561023478956167
screen_B2-4_white_balance_clahe,screen,B2-4,white_balance_clahe,5,0.6780989607175191,1.1657546428312737,0.6024096385542169,0.5191202562545397,0.6870501131144169
screen_B2-4_white_balance_clahe,screen,B2-4,white_balance_clahe,6,0.6630916201707089,1.2220769689743778,0.5060240963855421,0.3992884823073502,0.6635306715618785
screen_B2-4_white_balance_clahe,screen,B2-4,white_balance_clahe,7,0.5148830903298927,1.1404851610402027,0.5903614457831325,0.49104761904761907,0.6678000920908157
screen_B2-4_white_balance_clahe,screen,B2-4,white_balance_clahe,8,0.516448744318702,1.0925689038023891,0.6506024096385542,0.5365101838052657,0.6278309773521813
screen_B2-4_white_balance_clahe,screen,B2-4,white_balance_clahe,9,0.3751432650017016,1.0876032085303802,0.6144578313253012,0.47140917370425567,0.6904602073543671
confirm_B2-4_gray_gamma_clahe,confirm,B2-4,gray_gamma_clahe,1,1.459273227778348,1.1779264132660556,0.5421686746987951,0.4704591532498509,0.6625896991763583
confirm_B2-4_gray_gamma_clahe,confirm,B2-4,gray_gamma_clahe,2,1.1270102661667447,0.9887337957520083,0.6746987951807228,0.5788373994820771,0.750117886031412
confirm_B2-4_gray_gamma_clahe,confirm,B2-4,gray_gamma_clahe,3,1.0254290488633242,0.9482797233455152,0.6385542168674698,0.5457142857142856,0.7363327423167849
confirm_B2-4_gray_gamma_clahe,confirm,B2-4,gray_gamma_clahe,4,0.8775428143414584,0.9175209920090365,0.6144578313253012,0.5043771043771044,0.7272032408469006
confirm_B2-4_gray_gamma_clahe,confirm,B2-4,gray_gamma_clahe,5,0.6814051994771668,0.9223112097705704,0.6506024096385542,0.5309814563545906,0.7566474572844
confirm_B2-4_gray_gamma_clahe,confirm,B2-4,gray_gamma_clahe,6,0.5891274296876156,0.913721381181694,0.6385542168674698,0.49513858424725826,0.7475824363574235
confirm_B2-4_gray_gamma_clahe,confirm,B2-4,gray_gamma_clahe,7,0.5224778758757043,0.8705159784799599,0.6867469879518072,0.5918407128933445,0.8091549046658884
confirm_B2-4_gray_gamma_clahe,confirm,B2-4,gray_gamma_clahe,8,0.5019399091601372,0.8843068832374481,0.6746987951807228,0.5833122529644268,0.8100686498855835
confirm_B2-4_gray_gamma_clahe,confirm,B2-4,gray_gamma_clahe,9,0.4110648767966213,0.9449114950306444,0.6626506024096386,0.5848017936805122,0.8058905210845575
